0.007232 0.000525 0.001329 -0.723201 -0.076736 -0.585748 1.000000
0.779676 0.073158 0.216145 0.357729 0.869385 0.038832 1.000000
0.002504 0.440371 0.008227 -0.930970 0.059370 -0.984519 1.000000
0.006426 0.965660 0.469001 -0.866316 0.373544 0.860870 1.000000
0.703798 0.932497 0.800731 0.053857 0.307837 0.402380 1.000000
0.289226 0.000017 0.002511 0.524351 -0.905047 -0.343614 1.000000
0.458115 0.002623 0.354771 0.512820 -0.269320 0.965095 1.000000
0.438550 0.006545 0.051407 0.506710 -0.854628 0.769410 1.000000
0.000788 0.000040 0.000700 -0.140672 -0.047959 -0.425413 1.000000
0.005763 0.762534 0.003971 -0.667036 0.795221 -0.878951 1.000000
0.927240 0.001275 0.000103 0.008998 -0.362092 -0.011855 1.000000
0.003971 0.001499 0.002120 -0.818370 -0.854794 -0.232616 1.000000
0.877997 0.000009 0.003845 0.827549 -0.070912 -0.900072 1.000000
0.175273 0.003872 0.927853 0.540408 -0.749271 0.376906 1.000000
0.957235 0.564257 0.151285 0.259086 0.450823 0.777144 1.000000
0.003092 0.897537 0.559434 -0.387355 0.026545 0.691960 1.000000
0.405010 0.000272 0.000239 0.682950 -0.169088 -0.063922 1.000000
0.002292 0.448422 0.008598 -0.643247 0.143275 -0.934112 1.000000
0.000019 0.544771 0.036302 -0.003038 0.496583 0.781472 1.000000
0.675330 0.004655 0.002262 0.684006 -0.574768 -0.739223 1.000000
