0.000000 0.200100 0.000000 -0.020000
0.005000 0.191021 0.026290 -0.019722
0.010000 0.183632 0.051344 -0.019425
0.015000 0.177797 0.075388 -0.019111
0.020000 0.173396 0.098625 -0.018782
0.025000 0.170324 0.121247 -0.018439
0.030000 0.168491 0.143428 -0.018084
0.035000 0.167821 0.165333 -0.017716
0.040000 0.168245 0.187113 -0.017334
0.045000 0.169710 0.208915 -0.016938
0.050000 0.172168 0.230873 -0.016528
0.055000 0.175583 0.253118 -0.016100
0.060000 0.179924 0.275776 -0.015653
0.065000 0.185170 0.298967 -0.015186
0.070000 0.191305 0.322809 -0.014694
0.075000 0.198322 0.347419 -0.014176
0.080000 0.206217 0.372910 -0.013626
0.085000 0.214993 0.399396 -0.013042
0.090000 0.224658 0.426992 -0.012419
0.095000 0.235227 0.455812 -0.011750
0.100000 0.246718 0.485973 -0.011031
0.105000 0.259154 0.517594 -0.010255
0.110000 0.272563 0.550796 -0.009415
0.115000 0.286978 0.585704 -0.008501
0.120000 0.302437 0.622448 -0.007504
0.125000 0.318981 0.661162 -0.006415
0.130000 0.336656 0.701983 -0.005221
0.135000 0.355515 0.745058 -0.003909
0.140000 0.375612 0.790537 -0.002464
0.145000 0.397008 0.838579 -0.000869
0.150000 0.419770 0.889349 0.000894
0.155000 0.443967 0.943021 0.002847
0.160000 0.469677 0.999779 0.005012
0.165000 0.496979 1.059815 0.007416
0.170000 0.525962 1.123331 0.010090
0.175000 0.556717 1.190540 0.013065
0.180000 0.589346 1.261669 0.016380
0.185000 0.623951 1.336953 0.020076
0.190000 0.660647 1.416644 0.024200
0.195000 0.699553 1.501004 0.028805
0.200000 0.740794 1.590314 0.033950
0.205000 0.784507 1.684867 0.039700
0.210000 0.830833 1.784974 0.046131
0.215000 0.879923 1.890962 0.053325
0.220000 0.931939 2.003177 0.061375
0.225000 0.987049 2.121984 0.070387
0.230000 1.045435 2.247769 0.080478
0.235000 1.107285 2.380935 0.091779
0.240000 1.172803 2.521912 0.104438
0.245000 1.242199 2.671150 0.118620
0.250000 1.315701 2.829123 0.134510
0.255000 1.393545 2.996329 0.152317
0.260000 1.475983 3.173294 0.172272
0.265000 1.563280 3.360568 0.194637
0.270000 1.655715 3.558729 0.219703
0.275000 1.753585 3.768383 0.247797
0.280000 1.857199 3.990162 0.279285
0.285000 1.966886 4.224730 0.314575
0.290000 2.082989 4.472776 0.354127
0.295000 2.205869 4.735019 0.398451
0.300000 2.335909 5.012204 0.448119
0.305000 2.473504 5.305102 0.503771
0.310000 2.619074 5.614510 0.566119
0.315000 2.773054 5.941244 0.635959
0.320000 2.935899 6.286142 0.714178
0.325000 3.108084 6.650054 0.801764
0.330000 3.290102 7.033839 0.899815
0.335000 3.482464 7.438358 1.009555
0.340000 3.685698 7.864466 1.132339
0.345000 3.900347 8.313000 1.269673
0.350000 4.126970 8.784767 1.423221
0.355000 4.366133 9.280529 1.594823
0.360000 4.618415 9.800983 1.786510
0.365000 4.884396 10.346741 2.000517
0.370000 5.164656 10.918303 2.239294
0.375000 5.459766 11.516024 2.505527
0.380000 5.770286 12.140082 2.802142
0.385000 6.096750 12.790435 3.132322
0.390000 6.439657 13.466773 3.499510
0.395000 6.799463 14.168464 3.907409
0.400000 7.176558 14.894495 4.359986
0.405000 7.571255 15.643401 4.861454
0.410000 7.983769 16.413191 5.416254
0.415000 8.414191 17.201267 6.029021
0.420000 8.862468 18.004334 6.704537
0.425000 9.328367 18.818316 7.447665
0.430000 9.811449 19.638253 8.263261
0.435000 10.311030 20.458221 9.156063
0.440000 10.826147 21.271242 10.130554
0.445000 11.355515 22.069214 11.190795
0.450000 11.897490 22.842866 12.340221
0.455000 12.450023 23.581729 13.581418
0.460000 13.010629 24.274162 14.915859
0.465000 13.576345 24.907417 16.343624
0.470000 14.143705 25.467774 17.863100
0.475000 14.708724 25.940745 19.470679
0.480000 15.266886 26.311366 21.160467
0.485000 15.813159 26.564571 22.924032
0.490000 16.342026 26.685660 24.750207
0.495000 16.847539 26.660851 26.624984
0.500000 17.323395 26.477892 28.531522
0.505000 17.763050 26.126718 30.450300
0.510000 18.159852 25.600113 32.359433
0.515000 18.507199 24.894329 34.235158
0.520000 18.798722 24.009615 36.052502
0.525000 19.028480 22.950595 37.786088
0.530000 19.191159 21.726460 39.411065
0.535000 19.282266 20.350924 40.904093
0.540000 19.298307 18.841925 42.244320
0.545000 19.236929 17.221081 43.414286
0.550000 19.097034 15.512922 44.400659
0.555000 18.878832 13.743939 45.194778
0.560000 18.583851 11.941538 45.792918
0.565000 18.214890 10.132955 46.196299
0.570000 17.775921 8.344223 46.410817
0.575000 17.271952 6.599264 46.446541
0.580000 16.708849 4.919160 46.317034
0.585000 16.093141 3.321626 46.038543
0.590000 15.431816 1.820724 45.629150
0.595000 14.732112 0.426779 45.107923
0.600000 14.001328 -0.853500 44.494143
0.605000 13.246644 -2.016759 43.806622
0.610000 12.474976 -3.062611 43.063164
0.615000 11.692853 -3.993193 42.280154
0.620000 10.906324 -4.812685 41.472285
0.625000 10.120894 -5.526839 40.652412
0.630000 9.341486 -6.142532 39.831501
0.635000 8.572425 -6.667369 39.018676
0.640000 7.817440 -7.109340 38.221316
0.645000 7.079683 -7.476537 37.445204
0.650000 6.361758 -7.776931 36.694696
0.655000 5.665759 -8.018201 35.972904
0.660000 4.993314 -8.207616 35.281880
0.665000 4.345625 -8.351952 34.622789
0.670000 3.723522 -8.457447 33.996074
0.675000 3.127500 -8.529782 33.401600
0.680000 2.557771 -8.574085 32.838783
0.685000 2.014298 -8.594942 32.306701
0.690000 1.496836 -8.596431 31.804190
0.695000 1.004965 -8.582149 31.329916
0.700000 0.538122 -8.555254 30.882445
0.705000 0.095628 -8.518501 30.460290
0.710000 -0.323287 -8.474283 30.061952
0.715000 -0.719465 -8.424668 29.685953
0.720000 -1.093799 -8.371434 29.330854
0.725000 -1.447219 -8.316104 28.995278
0.730000 -1.780677 -8.259974 28.677916
0.735000 -2.095136 -8.204142 28.377539
0.740000 -2.391564 -8.149532 28.092997
0.745000 -2.670919 -8.096919 27.823227
0.750000 -2.934150 -8.046944 27.567247
0.755000 -3.182185 -8.000136 27.324157
0.760000 -3.415931 -7.956923 27.093137
0.765000 -3.636270 -7.917651 26.873438
0.770000 -3.844055 -7.882588 26.664387
0.775000 -4.040109 -7.851941 26.465373
0.780000 -4.225225 -7.825862 26.275850
0.785000 -4.400160 -7.804454 26.095329
0.790000 -4.565641 -7.787782 25.923373
0.795000 -4.722362 -7.775873 25.759595
0.800000 -4.870981 -7.768728 25.603653
0.805000 -5.012125 -7.766318 25.455246
0.810000 -5.146389 -7.768595 25.314109
0.815000 -5.274335 -7.775490 25.180012
0.820000 -5.396494 -7.786919 25.052756
0.825000 -5.513368 -7.802783 24.932171
0.830000 -5.625426 -7.822970 24.818108
