-15.4161035933 0.0
-14.6255341783 0.0
-13.8349647632 0.0
-13.0443953482 0.0
-12.2538259332 0.0
-11.4632565181 0.0
-10.6726871031 0.0
-9.88211768803 0.0
-9.09154827298 0.0
-8.30097885794 0.0
-7.5104094429 0.0
-6.71984002786 0.0
-5.92927061282 0.0
-5.13870119777 0.0
-4.34813178273 0.0
-3.55756236769 3.83485658141e-06
-2.76699295265 0.000339725807822
-1.97642353761 0.0104809537258
-1.18585412256 0.111106327044
-0.395284707521 0.386969575034
0.395284707521 0.43405885231
1.18585412256 0.156194245217
1.97642353761 0.0181658386099
2.76699295265 0.000705043413646
3.55756236769 9.52564958415e-06
4.34813178273 6.7082039325e-08
5.13870119777 0.0
5.92927061282 0.0
6.71984002786 0.0
7.5104094429 0.0
8.30097885794 0.0
9.09154827298 0.0
9.88211768803 0.0
10.6726871031 0.0
11.4632565181 0.0
12.2538259332 0.0
13.0443953482 0.0
13.8349647632 0.0
14.6255341783 0.0
15.4161035933 0.0
