# date r[0] j[0] r[1] j[1] r[2] j[2] r[3] j[3] r[4] j[4] r[5] j[5] r[6] j[6] r[7] j[7] r[8] j[8] r[9] j[9] 
119.000000 -278.659219 -280.102739 -284.238252 -285.691286 -284.773722 -286.223156 -285.181461 -286.629206 -285.182181 -286.629931 -270.694479 -272.129305 -276.613143 -278.059967 -277.114700 -278.564825 -277.779496 -279.228142 -278.294528 -279.741920 
415.000000 -282.246938 -283.682410 -287.769876 -289.215379 -289.877548 -291.321009 -291.533287 -292.977741 -291.675675 -293.119188 -281.415324 -282.937069 -288.739840 -290.265208 -290.420263 -291.943496 -290.781534 -292.303628 -290.879080 -292.400072 
469.000000 -282.688130 -284.115727 -288.257103 -289.694338 -288.293753 -289.730849 -288.294137 -289.731240 -288.340865 -289.777773 -274.938629 -276.318496 -280.690776 -282.080524 -280.851861 -282.242733 -281.093490 -282.483447 -281.305262 -282.694835 
532.000000 -277.690535 -279.076573 -283.277032 -284.672176 -283.382975 -284.778614 -283.460170 -284.856462 -283.461678 -284.857986 -280.048550 -281.490744 -285.618398 -287.071056 -286.198763 -287.646448 -286.658589 -288.102768 -286.668662 -288.112799 
766.000000 -282.114554 -283.595048 -287.602852 -289.094128 -292.428047 -293.883451 -295.233573 -296.680713 -295.273956 -296.720758 -290.549585 -292.059010 -296.858537 -298.375116 -297.912642 -299.424017 -298.229396 -299.738281 -298.230849 -299.739737 
795.000000 -279.469116 -280.899470 -284.997653 -286.437942 -285.054182 -286.495018 -285.107476 -286.548962 -285.114975 -286.556530 -287.124770 -288.583034 -293.662757 -295.128462 -294.493131 -295.958665 -294.635571 -296.100912 -294.758613 -296.224028 
802.000000 -278.943241 -280.356605 -284.484976 -285.907984 -284.533571 -285.957089 -284.734300 -286.157144 -284.881636 -286.303668 -284.067443 -285.471043 -289.621988 -291.035126 -289.637719 -291.051027 -289.922832 -291.335632 -290.162443 -291.575242 
822.000000 -277.323602 -278.717428 -282.883029 -284.286162 -286.241860 -287.640514 -288.455242 -289.856109 -288.471069 -289.871981 -287.564963 -289.035138 -294.291815 -295.764081 -295.263754 -296.732163 -295.267343 -296.735771 -295.272136 -296.740560 
829.000000 -280.071459 -281.507975 -285.592734 -287.039293 -289.686744 -291.104701 -292.219819 -293.630113 -292.219938 -293.630234 -283.790335 -285.199804 -290.658942 -292.071201 -291.716050 -293.125740 -291.739880 -293.149674 -291.749109 -293.158945 
1153.000000 -284.973900 -286.447046 -290.462783 -291.946595 -291.103456 -292.589179 -291.688120 -293.176129 -291.742265 -293.229831 -283.407703 -284.851267 -291.157581 -292.601142 -292.793559 -294.234675 -292.824514 -294.265815 -292.833011 -294.274273 
1154.000000 -286.008894 -287.507528 -291.475752 -292.985484 -293.600616 -295.108852 -295.153261 -296.663908 -295.190281 -296.700520 -283.659208 -285.109113 -291.435929 -292.885373 -293.086988 -294.533749 -293.117629 -294.564571 -293.127072 -294.573982 
1179.000000 -277.121931 -278.493433 -282.699200 -284.079618 -282.960209 -284.342239 -283.232144 -284.616164 -283.273485 -284.657659 -279.789495 -281.182425 -285.369536 -286.771980 -285.407356 -286.810216 -285.532459 -286.935778 -285.630508 -287.034299 
1207.000000 -280.596659 -282.008434 -286.138805 -287.560194 -286.237774 -287.659983 -286.504897 -287.927320 -286.664610 -288.086740 -279.162204 -280.555498 -284.740419 -286.143217 -285.650149 -287.049480 -286.385919 -287.783956 -286.388522 -287.786585 
1866.000000 -286.465854 -287.980378 nan nan nan nan nan nan nan nan -271.232051 -272.645976 -278.880498 -280.304531 -280.407545 -281.835263 -280.746025 -282.172735 -281.047407 -282.473831 
1871.000000 -284.057756 -285.515599 nan nan nan nan nan nan nan nan -271.849035 -273.263501 -280.810547 -282.209831 -283.073016 -284.464368 -283.122877 -284.514288 -283.153770 -284.545209 
1878.000000 -282.727911 -284.156979 nan nan nan nan nan nan nan nan -277.782774 -279.308816 -287.328129 -288.843694 -290.327725 -291.831977 -290.804117 -292.302491 -290.838414 -292.336443 
1882.000000 -281.490347 -282.901518 nan nan nan nan nan nan nan nan -276.861763 -278.370924 -286.368672 -287.869452 -288.845796 -290.343796 -289.053901 -290.549577 -289.230615 -290.724582 
1884.000000 -282.105868 -283.532715 nan nan nan nan nan nan nan nan -277.402132 -278.926560 -285.436459 -286.935257 -287.245425 -288.726902 -287.246022 -288.727501 -287.252171 -288.733567 
1887.000000 -282.814079 -284.250084 nan nan nan nan nan nan nan nan -277.123385 -278.630993 -285.294611 -286.779512 -287.234281 -288.703974 -287.298505 -288.768065 -287.307873 -288.777371 
1890.000000 -279.986613 -281.377026 nan nan nan nan nan nan nan nan -275.694384 -277.164474 -284.249929 -285.703504 -286.305045 -287.748763 -286.308683 -287.752419 -286.311767 -287.755518 
1901.000000 -284.028281 -285.494936 nan nan nan nan nan nan nan nan -270.355810 -271.744946 -276.218821 -277.618814 -276.507943 -277.910212 -276.535120 -277.937693 -276.535407 -277.937985 
1907.000000 -280.005020 -281.389539 -275.985369 -276.992230 nan nan nan nan nan nan -270.627243 -272.036281 -276.579460 -277.999984 -278.557560 -279.976144 -280.028409 -281.446055 -280.231338 -281.648830 
1908.000000 -280.739365 -282.134100 -270.658944 -270.651050 nan nan nan nan nan nan -270.727605 -272.136391 -276.473156 -277.892822 -277.992208 -279.411620 -279.365655 -280.785010 -279.649946 -281.068997 
1909.000000 -280.413594 -281.803670 nan nan nan nan nan nan nan nan -269.900370 -271.293123 -275.627756 -277.030966 -277.043067 -278.446325 -278.361338 -279.764713 -278.640175 -280.043224 
1912.000000 -288.125789 -289.663431 nan nan nan nan nan nan nan nan -272.130116 -273.551956 -278.213763 -279.647532 -279.890639 -281.325277 -281.179498 -282.613215 -281.471476 -282.904385 
1913.000000 -288.051055 -289.586340 nan nan nan nan nan nan nan nan -271.753965 -273.170428 -277.625905 -279.053778 -278.797232 -280.227145 -279.825713 -281.256276 -280.098960 -281.529335 
1914.000000 -288.050488 -289.583228 nan nan nan nan nan nan nan nan -270.492961 -271.894189 -276.146818 -277.558313 -276.723777 -278.137281 -277.413143 -278.828180 -277.659149 -279.074492 
1915.000000 -287.977816 -289.502806 nan nan nan nan nan nan nan nan -270.036362 -271.427153 -275.715695 -277.116645 -276.030814 -277.433716 -276.336470 -277.740827 -276.458505 -277.863323 
1918.000000 -278.735762 -280.099933 nan nan nan nan nan nan nan nan -272.237555 -273.660777 -277.956504 -279.390769 -278.124016 -279.559859 -278.167046 -279.603184 -278.220451 -279.656840 
1920.000000 -278.725109 -280.088482 nan nan nan nan nan nan nan nan -271.842727 -273.259933 -277.546134 -278.974179 -277.926294 -279.356615 -278.143799 -279.575527 -278.176642 -279.608436 
1923.000000 -286.670438 -288.168939 nan nan nan nan nan nan nan nan -273.421932 -274.860624 -282.115125 -283.548868 -284.234290 -285.664902 -284.249253 -285.679995 -284.252181 -285.682940 
1925.000000 -286.833436 -288.331409 nan nan nan nan nan nan nan nan -274.528168 -275.978806 -283.137195 -284.584443 -285.299951 -286.744812 -285.391115 -286.836370 -285.394308 -286.839587 
1931.000000 -286.986398 -288.478904 nan nan nan nan nan nan nan nan -268.536114 -269.896311 -276.471794 -277.838184 -278.156617 -279.524797 -278.169001 -279.537253 -278.179416 -279.547745 
1940.000000 -282.573863 -284.000538 nan nan nan nan nan nan nan nan -271.695308 -273.106143 -279.032981 -280.453676 -280.394565 -281.818594 -280.428289 -281.852616 -280.438533 -281.862944 
1941.000000 -283.331096 -284.769891 nan nan nan nan nan nan nan nan -270.960065 -272.362072 -278.802235 -280.212275 -281.730210 -283.134415 -282.753810 -284.154014 -282.754330 -284.154540 
1944.000000 -282.049809 -283.465931 nan nan nan nan nan nan nan nan -271.611949 -273.024249 -280.356469 -281.760733 -283.246446 -284.641081 -283.880852 -285.272934 -283.880936 -285.273019 
1949.000000 -288.244618 -289.778657 nan nan nan nan nan nan nan nan -268.414557 -269.777335 -274.000461 -275.372023 -274.031466 -275.403329 -274.058148 -275.430333 -274.058343 -275.430530 
2219.000000 -280.316035 -281.744736 nan nan nan nan nan nan nan nan -274.365230 -275.864384 -282.843624 -284.332777 -285.740662 -287.217103 -286.715189 -288.185640 -286.936618 -288.405048 
2238.000000 -278.770340 -280.176682 nan nan nan nan nan nan nan nan -273.620651 -275.119362 -281.635283 -283.113113 -283.424080 -284.887353 -283.448542 -284.911740 -283.469772 -284.932950 
2240.000000 -279.889379 -281.319276 nan nan nan nan nan nan nan nan -273.562722 -275.058586 -281.287184 -282.763271 -283.429876 -284.884953 -283.875765 -285.326977 -283.881135 -285.332343 
2252.000000 -283.934332 -285.428845 nan nan nan nan nan nan nan nan -263.771005 -265.102253 -269.384978 -270.724468 -269.461368 -270.801426 -269.843117 -271.184330 -270.118319 -271.460546 
2253.000000 -278.366117 -279.760541 nan nan nan nan nan nan nan nan -264.012547 -265.345021 -269.625562 -270.966301 -269.796153 -271.137793 -270.226816 -271.570066 -270.473380 -271.817587 
2254.000000 -278.265851 -279.656049 nan nan nan nan nan nan nan nan -270.128779 -271.547854 -275.938361 -277.368705 -278.023380 -279.444063 -279.412099 -280.828235 -279.415499 -280.831665 
