-25 0.000000
-20 0.000000
-15 0.000000
-10 0.000000
-5 0.000000
0 0.000000
5 0.000000
10 0.000000
15 0.000000
20 0.000000
25 0.000001
30 0.000008
35 0.000171
40 0.000667
45 0.005129
50 0.011732
55 0.048887
60 0.069083
65 0.172689
70 0.152224
75 0.230874
80 0.124805
85 0.117399
90 0.037812
95 0.022463
100 0.004237
105 0.001614
110 0.000171
115 0.000032
120 0.000002
125 0.000000
130 0.000000
135 0.000000
140 0.000000
145 0.000000
150 0.000000
155 0.000000
160 0.000000
165 0.000000
170 0.000000
175 0.000000
