-100 0.000000
-98 0.000000
-96 0.000000
-94 0.000000
-92 0.000000
-90 0.000000
-88 0.000000
-86 0.000000
-84 0.000000
-82 0.000000
-80 0.000000
-78 0.000000
-76 0.000000
-74 0.000000
-72 0.000000
-70 0.000000
-68 0.000000
-66 0.000000
-64 0.000000
-62 0.000000
-60 0.000000
-58 0.000000
-56 0.000000
-54 0.000000
-52 0.000000
-50 0.000000
-48 0.000000
-46 0.000000
-44 0.000000
-42 0.000000
-40 0.000000
-38 0.000000
-36 0.000000
-34 0.000000
-32 0.000000
-30 1.000000
-28 5.000000
-26 14.000000
-24 51.000000
-22 154.000000
-20 419.000000
-18 1128.000000
-16 2619.000000
-14 5402.000000
-12 10519.000000
-10 17838.000000
-8 28285.000000
-6 40318.000000
-4 51919.000000
-2 59903.000000
0 63180.000000
2 59636.000000
4 51545.000000
6 40183.000000
8 28200.000000
10 17915.000000
12 10442.000000
14 5387.000000
16 2583.000000
18 1093.000000
20 451.000000
22 152.000000
24 43.000000
26 8.000000
28 5.000000
30 1.000000
32 0.000000
34 0.000000
36 0.000000
38 0.000000
40 0.000000
42 0.000000
44 0.000000
46 0.000000
48 0.000000
50 0.000000
52 0.000000
54 0.000000
56 0.000000
58 0.000000
60 0.000000
62 0.000000
64 0.000000
66 0.000000
68 0.000000
70 0.000000
72 0.000000
74 0.000000
76 0.000000
78 0.000000
80 0.000000
82 0.000000
84 0.000000
86 0.000000
88 0.000000
90 0.000000
92 0.000000
94 0.000000
96 0.000000
98 0.000000
100 0.000000
