0.0 52.490993 0.0505153477471 51.054412 0.187794193409
1.0 53.241285 0.062928516738 51.814831 0.0670766810387
2.0 52.642648 0.123713219005 51.202133 0.110865558884
3.0 52.168513 0.0711790517579 50.727985 0.0985514284885
4.0 53.173281 0.105926964192 51.743867 0.109852156666
5.0 53.791665 0.0964559625152 52.36777 0.16420060417
6.0 54.271718 0.194628601898 52.862808 0.173678411509
7.0 55.850644 0.128257415161 54.457212 0.0158840773122
8.0 56.493151 0.00627428423637 55.099608 0.0182679598514
9.0 57.362857 0.168492602278 55.97489 0.173596844599
10.0 56.613703 0.00812025723773 55.213491 0.127104935555
11.0 57.502633 0.158100064295 56.117805 0.107058781303
12.0 57.428767 0.146756525627 56.048625 0.180276333076
13.0 55.919048 0.0720362446298 54.52622 0.0217578576282
14.0 54.115561 0.170861399066 52.706701 0.159283725688
15.0 53.279193 0.0234150311684 51.867834 0.134927941307
16.0 54.987237 0.115510162232 53.591214 0.112751934751
17.0 55.226046 0.0898910316774 53.826383 0.15300968246
18.0 54.137876 0.00575049744188 52.724504 0.154165792635
19.0 54.110485 0.175357842346 52.70229 0.128625657788
20.0 53.073421 0.00329299574734 51.649698 0.17714075469
21.0 52.778413 0.0554293971223 51.343294 0.150380890531
22.0 53.740284 0.13089839352 52.316657 0.0929731112215
23.0 52.376957 0.105857837661 50.93299 0.0821592271344
24.0 52.95496 0.0821943582901 51.520649 0.121377819529
25.0 52.792464 0.150849625807 51.350635 0.0677863021511
26.0 53.895056 0.177596291051 52.465036 0.132894774653
27.0 53.190901 0.144341471581 51.753415 0.0736143883823
28.0 54.453831 0.00326868229408 53.032317 0.170640166184
29.0 54.181914 0.0441731148906 52.764917 0.193408049599
30.0 53.289389 0.149382200412 51.859217 0.0329717053288
31.0 54.223573 0.173626263315 52.805957 0.0544044258919
32.0 54.136771 0.0663380509798 52.713285 0.0168380299914
33.0 57.396664 0.173756620253 55.968712 0.180892663983
34.0 57.734894 0.164064959475 56.308533 0.119830599613
35.0 59.054092 0.0614920731548 57.637494 0.112521221713
36.0 59.183266 0.0373310351781 57.759285 0.118704892106
37.0 57.717705 0.188460814254 56.282893 0.00311289825728
38.0 57.504876 0.14027678294 56.055514 0.119278549909
