# date r[0] j[0] r[1] j[1] r[2] j[2] r[3] j[3] r[4] j[4] r[5] j[5] r[6] j[6] r[7] j[7] r[8] j[8] r[9] j[9] r[10] j[10] r[11] j[11] r[12] j[12] r[13] j[13] r[14] j[14] r[15] j[15] r[16] j[16] r[17] j[17] r[18] j[18] r[19] j[19] r[20] j[20] r[21] j[21] r[22] j[22] r[23] j[23] r[24] j[24] r[25] j[25] r[26] j[26] r[27] j[27] r[28] j[28] r[29] j[29] r[30] j[30] r[31] j[31] r[32] j[32] r[33] j[33] r[34] j[34] r[35] j[35] r[36] j[36] r[37] j[37] r[38] j[38] r[39] j[39] r[40] j[40] r[41] j[41] r[42] j[42] r[43] j[43] r[44] j[44] r[45] j[45] r[46] j[46] r[47] j[47] r[48] j[48] r[49] j[49] 
2457258.500000 2.170659e-06 8.839336e-06 5.886519e-08 2.230891e-07 2.245874e-06 8.977583e-06 3.256147e-07 1.336295e-06 1.429683e-07 5.882709e-07 4.605475e-07 1.701626e-06 1.828455e-06 7.148410e-06 2.655217e-07 1.109087e-06 3.955549e-07 1.627973e-06 9.173196e-08 3.392511e-07 1.468591e-06 5.602395e-06 1.524914e-07 6.122924e-07 4.056914e-08 1.446558e-07 9.811217e-07 3.846353e-06 2.356589e-06 9.621790e-06 9.340295e-07 3.570260e-06 1.815574e-07 7.131621e-07 5.920352e-07 2.220610e-06 1.005244e-07 4.099909e-07 1.689337e-06 6.466287e-06 7.539607e-07 2.639454e-06 2.122834e-06 8.430529e-06 4.179006e-08 1.655522e-07 4.961444e-08 1.740871e-07 2.575959e-08 9.279026e-08 4.147384e-07 1.562646e-06 5.574249e-07 2.069813e-06 2.271692e-07 8.113076e-07 1.875847e-07 7.809617e-07 1.004039e-07 4.017465e-07 1.500384e-07 5.513318e-07 1.009868e-07 3.863250e-07 1.928882e-08 6.996437e-08 6.280221e-07 2.401481e-06 7.774490e-07 3.121452e-06 9.172036e-07 3.353732e-06 1.108700e-07 4.426446e-07 1.529834e-07 5.671968e-07 2.672429e-07 1.006622e-06 4.353328e-07 1.585477e-06 2.968720e-08 1.088792e-07 5.973943e-07 2.501278e-06 1.137754e-07 4.187437e-07 9.379888e-07 3.654105e-06 1.860139e-07 6.689852e-07 4.227002e-08 1.492913e-07 1.854314e-06 7.070596e-06 1.586693e-06 6.611160e-06 1.381643e-06 5.687711e-06 5.841484e-07 2.201181e-06 
2457259.500000 2.248856e-06 9.230668e-06 6.600152e-08 2.539144e-07 2.075165e-06 8.165582e-06 3.085058e-07 1.254884e-06 1.429466e-07 5.927802e-07 4.516578e-07 1.665867e-06 1.726236e-06 6.699121e-06 2.748321e-07 1.153648e-06 3.839804e-07 1.562168e-06 9.827516e-08 3.667605e-07 1.450687e-06 5.506965e-06 1.687061e-07 6.836121e-07 4.446911e-08 1.602185e-07 1.060894e-06 4.193686e-06 2.456254e-06 1.014625e-05 9.522107e-07 3.658942e-06 1.709011e-07 6.651508e-07 5.730063e-07 2.146920e-06 9.449591e-08 3.844600e-07 1.618096e-06 6.156737e-06 6.590633e-07 2.277876e-06 2.214120e-06 8.873915e-06 4.106466e-08 1.635939e-07 5.067444e-08 1.779373e-07 2.191782e-08 7.777229e-08 3.763628e-07 1.396808e-06 5.640712e-07 2.100693e-06 2.446352e-07 8.828933e-07 1.933755e-07 8.103079e-07 9.995120e-08 4.013931e-07 1.336285e-07 4.868563e-07 9.016762e-08 3.405973e-07 2.217062e-08 8.165457e-08 7.264077e-07 2.818795e-06 7.754812e-07 3.112171e-06 9.522459e-07 3.502384e-06 1.048139e-07 4.125861e-07 1.712347e-07 6.438273e-07 2.533396e-07 9.508001e-07 4.052522e-07 1.461913e-06 2.681206e-08 9.770274e-08 5.696408e-07 2.376212e-06 1.355290e-07 5.061404e-07 8.172920e-07 3.135763e-06 2.192631e-07 7.994403e-07 3.893954e-08 1.361866e-07 2.150864e-06 8.333071e-06 1.565656e-06 6.500518e-06 1.432554e-06 5.942703e-06 5.413814e-07 2.024623e-06 
2457260.500000 2.026375e-06 8.206363e-06 7.173270e-08 2.788069e-07 1.929557e-06 7.496260e-06 3.332854e-07 1.373021e-06 1.345276e-07 5.516888e-07 5.017609e-07 1.870233e-06 1.910260e-06 7.531724e-06 2.858284e-07 1.213025e-06 4.196494e-07 1.729137e-06 1.118901e-07 4.229753e-07 1.467630e-06 5.593996e-06 1.566184e-07 6.294105e-07 4.015416e-08 1.428120e-07 1.073934e-06 4.233236e-06 2.515713e-06 1.047625e-05 8.391175e-07 3.177665e-06 1.644527e-07 6.346591e-07 5.153898e-07 1.908029e-06 9.776274e-08 3.958352e-07 1.505907e-06 5.679825e-06 5.837090e-07 1.996282e-06 2.319721e-06 9.363392e-06 4.212164e-08 1.671455e-07 5.254730e-08 1.851692e-07 2.148067e-08 7.616244e-08 4.236855e-07 1.589727e-06 5.904556e-07 2.210447e-06 2.599620e-07 9.455089e-07 2.054353e-07 8.722563e-07 1.058471e-07 4.301490e-07 1.318965e-07 4.823198e-07 8.800317e-08 3.301938e-07 2.222304e-08 8.251082e-08 6.812369e-07 2.632435e-06 8.165306e-07 3.323282e-06 9.575715e-07 3.517725e-06 9.599836e-08 3.748024e-07 1.557785e-07 5.817013e-07 2.709141e-07 1.022882e-06 3.896172e-07 1.397893e-06 2.821104e-08 1.033195e-07 5.354499e-07 2.216498e-06 1.444025e-07 5.434726e-07 7.837310e-07 2.993690e-06 1.901125e-07 6.855157e-07 4.300861e-08 1.521898e-07 2.010842e-06 7.723916e-06 1.688257e-06 7.084767e-06 1.550708e-06 6.529643e-06 5.769789e-07 2.174615e-06 
2457261.500000 2.071924e-06 8.444620e-06 7.935673e-08 3.123331e-07 1.919597e-06 7.469267e-06 3.422513e-07 1.412625e-06 1.451190e-07 5.993538e-07 4.916995e-07 1.832977e-06 1.840473e-06 7.245099e-06 2.899387e-07 1.224254e-06 4.048926e-07 1.652303e-06 1.117767e-07 4.239553e-07 1.315137e-06 4.945880e-06 1.711482e-07 6.985846e-07 3.836658e-08 1.353676e-07 9.935095e-07 3.885521e-06 2.303295e-06 9.462324e-06 8.162401e-07 3.079945e-06 1.770334e-07 6.930037e-07 4.836361e-07 1.778907e-06 9.610538e-08 3.906426e-07 1.337673e-06 4.978064e-06 4.872255e-07 1.641098e-06 2.084022e-06 8.280201e-06 4.625259e-08 1.853599e-07 5.036001e-08 1.765248e-07 1.810873e-08 6.336730e-08 3.776021e-07 1.400909e-06 5.896439e-07 2.199062e-06 2.769499e-07 1.015999e-06 1.980924e-07 8.425766e-07 1.064798e-07 4.341694e-07 1.243983e-07 4.526171e-07 8.599462e-08 3.223968e-07 2.075283e-08 7.705890e-08 6.826449e-07 2.630079e-06 8.358092e-07 3.398492e-06 1.020706e-06 3.770087e-06 9.513580e-08 3.710592e-07 1.749337e-07 6.625113e-07 3.077255e-07 1.174381e-06 3.770356e-07 1.352299e-06 2.592241e-08 9.384957e-08 5.052851e-07 2.073550e-06 1.280389e-07 4.750814e-07 8.790128e-07 3.395436e-06 1.691317e-07 6.008739e-07 4.080524e-08 1.442756e-07 1.988608e-06 7.628953e-06 1.719578e-06 7.257104e-06 1.474994e-06 6.180299e-06 5.436390e-07 2.031206e-06 
2457262.500000 2.035443e-06 8.273498e-06 3.576692e-08 1.281930e-07 1.713263e-06 6.558320e-06 1.263264e-07 4.553505e-07 1.176920e-07 4.698064e-07 2.973616e-07 1.053154e-06 1.107530e-06 4.091808e-06 2.793140e-07 1.160590e-06 1.805692e-07 6.628247e-07 5.555961e-08 1.945289e-07 1.837672e-06 7.217149e-06 1.930670e-07 8.105545e-07 1.066218e-07 4.234134e-07 6.127277e-07 2.261234e-06 2.155200e-06 8.718197e-06 1.478508e-06 6.098611e-06 9.079954e-08 3.291669e-07 8.524249e-07 3.361973e-06 4.269328e-08 1.558860e-07 2.198590e-06 8.756992e-06 2.811018e-06 1.176454e-05 2.575251e-06 1.065125e-05 3.418965e-08 1.319553e-07 1.225805e-07 4.771943e-07 4.228121e-08 1.614342e-07 6.520520e-07 2.594941e-06 8.392226e-07 3.263879e-06 6.846210e-07 2.864555e-06 6.965857e-08 2.551007e-07 9.614169e-08 3.891961e-07 3.321770e-07 1.398031e-06 7.120119e-08 2.603651e-07 3.488382e-08 1.378680e-07 4.487523e-07 1.640402e-06 7.889862e-07 3.177450e-06 1.454478e-06 5.597851e-06 4.051742e-08 1.437752e-07 1.729402e-07 6.526757e-07 5.485107e-07 2.303702e-06 3.495904e-07 1.241760e-06 3.606539e-08 1.358337e-07 3.717339e-07 1.454868e-06 2.921580e-07 1.222664e-06 1.345932e-06 5.538410e-06 2.533839e-07 9.392036e-07 4.599097e-08 1.656083e-07 1.615019e-06 6.046336e-06 1.282995e-06 5.121407e-06 7.148432e-07 2.695027e-06 4.701325e-07 1.731978e-06 
2457263.500000 2.190510e-06 9.004203e-06 3.706991e-08 1.327321e-07 1.525218e-06 5.767952e-06 1.240261e-07 4.481041e-07 1.119630e-07 4.473310e-07 3.312910e-07 1.187441e-06 1.205540e-06 4.511487e-06 2.752968e-07 1.139592e-06 1.746445e-07 6.385133e-07 5.515190e-08 1.939340e-07 1.793224e-06 7.046401e-06 1.967110e-07 8.302494e-07 1.062818e-07 4.221797e-07 6.630982e-07 2.461763e-06 2.190875e-06 8.883126e-06 1.342685e-06 5.459381e-06 8.136233e-08 2.920295e-07 7.887288e-07 3.063183e-06 4.828384e-08 1.778607e-07 2.425001e-06 9.777034e-06 2.929418e-06 1.236284e-05 2.489611e-06 1.026226e-05 3.378388e-08 1.293680e-07 1.202109e-07 4.677754e-07 3.572419e-08 1.345784e-07 6.500318e-07 2.598170e-06 9.204829e-07 3.614507e-06 6.706018e-07 2.780959e-06 6.165610e-08 2.222222e-07 8.260617e-08 3.291357e-07 3.420505e-07 1.445985e-06 6.327987e-08 2.277641e-07 3.194232e-08 1.257928e-07 4.610949e-07 1.693509e-06 8.230411e-07 3.321098e-06 1.279367e-06 4.856226e-06 4.096023e-08 1.461070e-07 1.674246e-07 6.263435e-07 5.693561e-07 2.392675e-06 3.808953e-07 1.361273e-06 3.365111e-08 1.258159e-07 3.846102e-07 1.518815e-06 2.871016e-07 1.186863e-06 1.240854e-06 5.042012e-06 2.826481e-07 1.058221e-06 4.088727e-08 1.459505e-07 1.518570e-06 5.628527e-06 1.374038e-06 5.557761e-06 7.139377e-07 2.701668e-06 4.258296e-07 1.554517e-06 
2457264.500000 2.024195e-06 8.246169e-06 3.742166e-08 1.345047e-07 1.557609e-06 5.895068e-06 1.266018e-07 4.590175e-07 1.162640e-07 4.637956e-07 3.687245e-07 1.336146e-06 1.105929e-06 4.086851e-06 2.588301e-07 1.069012e-06 1.504572e-07 5.426871e-07 5.847119e-08 2.074867e-07 1.689401e-06 6.592317e-06 1.905891e-07 8.027514e-07 1.065616e-07 4.204445e-07 7.397599e-07 2.774078e-06 2.128489e-06 8.574242e-06 1.410349e-06 5.816413e-06 7.831381e-08 2.811545e-07 8.609982e-07 3.374150e-06 4.430566e-08 1.624711e-07 2.569061e-06 1.048809e-05 3.097956e-06 1.325655e-05 2.656140e-06 1.107408e-05 3.193673e-08 1.206008e-07 1.207621e-07 4.690774e-07 4.055053e-08 1.544982e-07 6.134622e-07 2.429397e-06 1.028052e-06 4.091061e-06 6.594057e-07 2.722735e-06 6.398426e-08 2.307689e-07 8.138554e-08 3.237946e-07 3.148101e-07 1.314246e-06 6.573262e-08 2.379981e-07 3.394188e-08 1.348299e-07 4.476117e-07 1.635020e-06 8.363192e-07 3.402525e-06 1.178587e-06 4.419160e-06 3.875554e-08 1.371662e-07 1.641666e-07 6.112465e-07 5.987660e-07 2.542410e-06 3.501697e-07 1.237149e-06 3.519206e-08 1.319467e-07 3.886690e-07 1.541902e-06 2.743992e-07 1.123819e-06 1.283952e-06 5.234476e-06 2.888181e-07 1.089318e-06 3.752643e-08 1.324542e-07 1.628074e-06 6.088325e-06 1.330781e-06 5.363782e-06 8.223064e-07 3.159696e-06 3.885390e-07 1.399474e-06 
2457265.500000 2.033355e-06 8.260399e-06 3.275520e-08 1.165911e-07 1.650335e-06 6.278090e-06 1.477221e-07 5.437598e-07 1.270415e-07 5.130371e-07 3.710884e-07 1.342668e-06 1.181020e-06 4.408506e-06 2.508268e-07 1.031793e-06 1.571241e-07 5.717236e-07 5.429952e-08 1.917951e-07 1.627562e-06 6.327759e-06 1.907907e-07 8.020473e-07 1.031356e-07 4.042782e-07 6.461359e-07 2.393559e-06 2.317258e-06 9.480700e-06 1.379165e-06 5.639970e-06 7.872458e-08 2.820538e-07 8.426257e-07 3.279701e-06 3.985522e-08 1.443972e-07 2.844060e-06 1.178047e-05 3.004398e-06 1.281534e-05 2.591867e-06 1.071200e-05 2.883119e-08 1.077256e-07 1.185024e-07 4.601933e-07 3.899165e-08 1.474630e-07 6.664253e-07 2.662106e-06 1.024697e-06 4.079782e-06 6.816134e-07 2.837893e-06 6.277942e-08 2.253413e-07 8.351621e-08 3.366731e-07 3.106194e-07 1.305109e-06 5.984830e-08 2.141725e-07 3.642536e-08 1.461103e-07 3.976978e-07 1.434123e-06 7.531280e-07 3.025212e-06 1.316209e-06 4.995928e-06 4.543211e-08 1.631263e-07 1.395991e-07 5.115507e-07 5.830316e-07 2.451101e-06 3.747361e-07 1.331928e-06 3.681142e-08 1.385103e-07 4.191855e-07 1.684212e-06 2.523001e-07 1.025819e-06 1.383149e-06 5.689009e-06 3.259621e-07 1.245656e-06 4.568838e-08 1.636818e-07 1.511422e-06 5.614267e-06 1.194838e-06 4.756983e-06 7.121856e-07 2.696433e-06 3.769513e-07 1.351797e-06 
2457266.500000 7.935589e-07 2.857623e-06 9.234377e-08 3.718924e-07 1.264823e-06 4.661136e-06 3.835465e-07 1.610315e-06 1.153835e-07 4.562160e-07 1.031843e-06 4.298616e-06 2.423526e-06 1.000544e-05 1.065419e-07 3.905944e-07 4.327353e-07 1.811148e-06 2.067030e-07 8.664495e-07 1.604520e-06 6.232973e-06 1.317737e-07 5.189403e-07 3.820470e-08 1.336967e-07 4.090868e-07 1.440976e-06 2.028547e-06 8.116432e-06 1.117152e-06 4.405283e-06 2.352755e-07 9.768178e-07 4.295600e-07 1.547439e-06 3.532120e-08 1.258752e-07 1.778163e-06 6.872463e-06 8.253554e-07 2.945472e-06 2.069775e-06 8.227265e-06 3.069492e-08 1.149966e-07 6.101369e-08 2.184040e-07 7.198286e-08 3.004915e-07 5.350477e-07 2.065005e-06 7.149787e-07 2.704341e-06 2.247051e-07 8.076623e-07 4.793077e-08 1.675315e-07 2.457849e-08 8.605090e-08 8.801240e-08 3.125751e-07 5.769339e-08 2.057937e-07 3.873022e-08 1.556987e-07 1.152534e-06 4.804398e-06 6.622000e-07 2.615791e-06 9.006717e-07 3.264002e-06 4.086926e-08 1.446837e-07 1.607763e-07 6.011274e-07 5.670469e-07 2.383141e-06 9.343923e-07 3.717819e-06 7.578440e-08 3.171809e-07 4.193150e-07 1.691479e-06 1.863631e-07 7.214892e-07 8.474144e-07 3.244837e-06 6.023327e-07 2.517952e-06 1.131252e-07 4.556378e-07 3.006702e-06 1.231319e-05 1.024800e-06 3.986983e-06 5.232670e-07 1.905245e-06 3.108454e-07 1.095773e-06 
2457267.500000 8.914639e-07 3.256734e-06 9.105511e-08 3.649276e-07 1.454543e-06 5.445193e-06 3.867496e-07 1.620175e-06 1.160505e-07 4.601906e-07 1.007364e-06 4.151721e-06 2.299152e-06 9.410302e-06 9.773951e-08 3.535461e-07 4.076058e-07 1.686022e-06 2.250609e-07 9.566124e-07 1.468389e-06 5.640044e-06 1.336956e-07 5.304605e-07 3.393959e-08 1.177803e-07 3.558115e-07 1.233898e-06 2.012580e-06 8.013758e-06 1.269013e-06 5.076594e-06 2.477002e-07 1.042061e-06 4.096000e-07 1.463342e-06 3.919577e-08 1.413103e-07 1.781372e-06 6.875279e-06 9.253423e-07 3.335387e-06 2.077321e-06 8.294589e-06 3.027465e-08 1.134689e-07 6.060793e-08 2.169702e-07 7.356066e-08 3.060444e-07 5.743134e-07 2.235739e-06 7.238445e-07 2.745195e-06 2.394750e-07 8.681871e-07 4.817969e-08 1.676116e-07 2.308664e-08 8.007905e-08 8.561348e-08 3.039507e-07 6.004090e-08 2.156976e-07 4.048769e-08 1.621872e-07 1.067479e-06 4.392700e-06 7.484876e-07 3.001751e-06 9.776043e-07 3.565303e-06 3.464304e-08 1.211028e-07 1.563720e-07 5.811952e-07 5.515605e-07 2.285854e-06 8.828773e-07 3.489687e-06 8.030304e-08 3.395574e-07 4.405973e-07 1.799796e-06 1.596341e-07 6.091350e-07 7.815775e-07 2.955273e-06 5.879788e-07 2.432431e-06 1.074259e-07 4.302933e-07 3.206566e-06 1.330842e-05 1.052488e-06 4.122623e-06 5.689414e-07 2.096274e-06 2.811825e-07 9.827364e-07 
