2457258.5 16.4397499501 16.4397499501
2457259.5 16.4023313592 16.4023313592
2457260.5 16.3597365544 16.3597365544
2457261.5 16.3442345317 16.3442345317
2457262.5 16.4535922121 16.4535922121
2457263.5 16.3932057412 16.3932057412
2457264.5 16.3449567518 16.3449567518
2457265.5 16.3124864052 16.3124864052
2457266.5 16.3183454248 16.3183454248
2457267.5 16.3770428626 16.3770428626
2457268.5 16.4230951752 16.4230951752
2457269.5 16.3592242496 16.3592242496
2457270.5 16.3283855791 16.3283855791
2457271.5 16.344638661 16.344638661
2457272.5 16.3635604528 16.3635604528
2457273.5 16.3181366602 16.3181366602
2457274.5 16.3498801038 16.3498801038
2457275.5 16.2458694741 16.2458694741
2457276.5 16.1771812491 16.1771812491
2457277.5 16.2065743981 16.2065743981
2457278.5 16.1067551393 16.1067551393
2457279.5 16.0881023333 16.0881023333
2457280.5 16.0448117496 16.0448117496
2457281.5 16.0275150099 16.0275150099
2457282.5 15.9933394567 15.9933394567
2457283.5 16.033992008 16.033992008
2457284.5 16.025556469 16.025556469
2457285.5 16.0094898156 16.0094898156
2457286.5 16.0469104405 16.0469104405
2457287.5 16.0672956717 16.0672956717
2457288.5 16.1571101406 16.1571101406
2457289.5 16.148723965 16.148723965
2457290.5 16.1384004506 16.1384004506
2457291.5 16.1240355711 16.1240355711
2457292.5 16.0904047393 16.0904047393
2457293.5 16.1024211702 16.1024211702
2457294.5 16.1120295179 16.1120295179
2457295.5 16.0852807354 16.0852807354
2457296.5 16.08503443 16.08503443
2457297.5 16.0585077545 16.0585077545
2457298.5 16.0392154825 16.0392154825
2457299.5 15.9921869935 15.9921869935
2457300.5 16.0542987222 16.0542987222
2457301.5 16.1001589638 16.1001589638
2457302.5 16.0895434303 16.0895434303
2457303.5 16.0600288195 16.0600288195
2457304.5 16.0472157528 16.0472157528
2457305.5 16.059049575 16.059049575
2457306.5 15.9942370252 15.9942370252
2457307.5 15.9657077384 15.9657077384
2457308.5 15.9281964469 15.9281964469
2457309.5 15.9312090011 15.9312090011
2457310.5 15.889340617 15.889340617
2457311.5 15.8772336233 15.8772336233
2457312.5 15.8312760929 15.8312760929
2457313.5 15.8303013182 15.8303013182
2457314.5 15.8209461596 15.8209461596
2457315.5 15.8129630733 15.8129630733
2457316.5 15.833450492 15.833450492
2457317.5 15.847335986 15.847335986
2457318.5 15.9415185402 15.9415185402
2457319.5 15.9311770039 15.9311770039
2457320.5 15.9233608952 15.9233608952
2457321.5 17.7278712636 17.7278712636
2457322.5 17.8307772101 17.8307772101
2457323.5 17.939778366 17.939778366
2457324.5 17.8131418914 17.8131418914
2457325.5 17.9207468285 17.9207468285
2457326.5 17.8395279989 17.8395279989
2457327.5 17.9572137156 17.9572137156
2457328.5 18.0838924039 18.0838924039
2457329.5 18.1051740798 18.1051740798
2457330.5 18.1715690755 18.1715690755
2457331.5 18.153250514 18.153250514
2457332.5 18.0277320632 18.0277320632
2457333.5 17.9550238351 17.9550238351
2457334.5 18.1509376323 18.1509376323
2457335.5 17.987514776 17.987514776
2457336.5 18.1524460685 18.1524460685
2457337.5 18.21394192 18.21394192
2457338.5 18.0382998918 18.0382998918
2457339.5 18.0932297106 18.0932297106
2457340.5 18.2676259434 18.2676259434
2457341.5 18.1773481475 18.1773481475
2457342.5 18.0650750142 18.0650750142
2457343.5 18.0452189747 18.0452189747
2457344.5 17.9161472141 17.9161472141
2457345.5 17.8420748581 17.8420748581
2457346.5 17.7795439614 17.7795439614
2457347.5 17.6386251669 17.6386251669
2457348.5 17.8092121458 17.8092121458
2457349.5 17.7993014386 17.7993014386
2457350.5 17.7680382657 17.7680382657
2457351.5 17.817090565 17.817090565
2457352.5 17.7857552652 17.7857552652
2457353.5 17.8319074479 17.8319074479
2457354.5 17.9064283963 17.9064283963
2457355.5 17.956312836 17.956312836
2457356.5 18.0293057274 18.0293057274
2457357.5 18.1772859476 18.1772859476
2457358.5 18.3161384924 18.3161384924
2457359.5 18.2533952469 18.2533952469
2457360.5 18.4021424954 18.4021424954
2457361.5 18.233334603 18.233334603
2457362.5 18.2538166954 18.2538166954
2457363.5 18.2444642919 18.2444642919
2457364.5 18.4176760093 18.4176760093
2457365.5 18.2126643774 18.2126643774
2457366.5 18.4052239723 18.4052239723
2457367.5 18.4429682288 18.4429682288
2457368.5 18.5395537103 18.5395537103
2457369.5 18.3608175027 18.3608175027
2457370.5 18.3244786333 18.3244786333
2457371.5 18.4184779668 18.4184779668
2457372.5 18.4451622143 18.4451622143
2457373.5 18.3787667393 18.3787667393
2457374.5 18.3309103039 18.3309103039
2457375.5 18.1998249091 18.1998249091
2457376.5 18.1715190958 18.1715190958
2457377.5 18.0772014859 18.0772014859
2457378.5 18.0649917032 18.0649917032
2457379.5 17.9865872214 17.9865872214
2457380.5 18.0822660609 18.0822660609
2457381.5 18.2117919052 18.2117919052
2457382.5 18.1774557394 18.1774557394
2457383.5 18.124404192 18.124404192
2457384.5 16.8584605665 16.8584605665
2457385.5 16.8730025234 16.8730025234
2457386.5 16.9150711455 16.9150711455
2457387.5 16.9972900208 16.9972900208
2457388.5 17.0383274853 17.0383274853
2457389.5 17.01582384 17.01582384
2457390.5 17.0208290331 17.0208290331
2457391.5 17.0691605175 17.0691605175
2457392.5 17.1353268921 17.1353268921
2457393.5 17.065973886 17.065973886
2457394.5 17.0871660345 17.0871660345
2457395.5 16.9398190805 16.9398190805
2457396.5 17.0760093356 17.0760093356
2457397.5 17.2184774431 17.2184774431
2457398.5 17.3389018269 17.3389018269
2457399.5 17.2467959819 17.2467959819
2457400.5 17.1183047077 17.1183047077
2457401.5 17.0891974345 17.0891974345
2457402.5 17.204276995 17.204276995
2457403.5 17.3812433346 17.3812433346
2457404.5 17.3748562673 17.3748562673
2457405.5 17.5505851933 17.5505851933
2457406.5 17.5154786249 17.5154786249
2457407.5 17.4343912449 17.4343912449
2457408.5 17.1746884665 17.1746884665
2457409.5 17.2020772807 17.2020772807
2457410.5 17.100199651 17.100199651
2457411.5 17.0470137034 17.0470137034
2457412.5 17.0695139485 17.0695139485
2457413.5 16.9269668552 16.9269668552
2457414.5 16.9585673077 16.9585673077
2457415.5 16.975931013 16.975931013
2457416.5 16.8730506697 16.8730506697
2457417.5 16.9576590297 16.9576590297
2457418.5 17.0986876182 17.0986876182
2457419.5 16.9992646338 16.9992646338
2457420.5 17.0923299911 17.0923299911
2457421.5 17.1871527494 17.1871527494
2457422.5 17.1664864846 17.1664864846
2457423.5 17.3326466753 17.3326466753
2457424.5 17.3541418559 17.3541418559
2457425.5 17.3581932144 17.3581932144
2457426.5 17.3830638527 17.3830638527
2457427.5 17.4830863689 17.4830863689
2457428.5 17.4025757951 17.4025757951
2457429.5 17.4297415961 17.4297415961
2457430.5 17.2782098487 17.2782098487
2457431.5 17.4193327191 17.4193327191
2457432.5 17.5182873313 17.5182873313
2457433.5 17.4420386713 17.4420386713
2457434.5 17.2390630813 17.2390630813
2457435.5 17.2543747824 17.2543747824
2457436.5 17.3613238593 17.3613238593
2457437.5 17.4720268391 17.4720268391
2457438.5 17.4832542076 17.4832542076
2457439.5 17.3243242736 17.3243242736
2457440.5 17.1719087903 17.1719087903
2457441.5 17.3255236861 17.3255236861
2457442.5 17.4739384281 17.4739384281
2457443.5 17.468311793 17.468311793
2457444.5 17.6064437075 17.6064437075
2457445.5 17.764643809 17.764643809
2457446.5 17.68040954 17.68040954
2457447.5 15.8560933788 15.8560933788
2457448.5 15.9220026181 15.9220026181
2457449.5 15.9935324663 15.9935324663
2457450.5 15.9632050503 15.9632050503
2457451.5 15.9725462319 15.9725462319
2457452.5 16.0510259837 16.0510259837
2457453.5 15.9030565172 15.9030565172
2457454.5 15.8943549796 15.8943549796
2457455.5 15.8745951084 15.8745951084
2457456.5 15.8790977767 15.8790977767
2457457.5 15.9188694239 15.9188694239
2457458.5 15.8809521828 15.8809521828
2457459.5 15.9760459893 15.9760459893
2457460.5 15.9484165345 15.9484165345
2457461.5 16.0209843841 16.0209843841
2457462.5 15.9821643062 15.9821643062
2457463.5 15.9409258788 15.9409258788
2457464.5 15.9687526759 15.9687526759
2457465.5 15.9525039432 15.9525039432
2457466.5 15.9395826089 15.9395826089
2457467.5 15.9418566105 15.9418566105
2457468.5 15.776522936 15.776522936
2457469.5 15.7973448651 15.7973448651
2457470.5 15.7383994048 15.7383994048
2457471.5 15.6881170818 15.6881170818
2457472.5 15.6320352488 15.6320352488
2457473.5 15.707964669 15.707964669
2457474.5 15.6774062985 15.6774062985
2457475.5 15.6914706305 15.6914706305
2457476.5 15.6300727424 15.6300727424
2457477.5 15.5918775065 15.5918775065
2457478.5 15.5852153361 15.5852153361
2457479.5 15.5550008621 15.5550008621
2457480.5 15.5354173995 15.5354173995
2457481.5 15.5745853162 15.5745853162
2457482.5 15.5765952771 15.5765952771
2457483.5 15.7612001544 15.7612001544
2457484.5 15.7102956896 15.7102956896
2457485.5 15.6452858673 15.6452858673
2457486.5 15.6209922827 15.6209922827
2457487.5 15.6741907914 15.6741907914
2457488.5 15.7396631899 15.7396631899
2457489.5 15.6866557735 15.6866557735
2457490.5 15.6398054572 15.6398054572
2457491.5 15.7094691517 15.7094691517
2457492.5 15.7378838479 15.7378838479
2457493.5 15.7409619619 15.7409619619
2457494.5 15.6867802332 15.6867802332
2457495.5 15.7467359942 15.7467359942
2457496.5 15.7524761917 15.7524761917
2457497.5 15.8107252658 15.8107252658
2457498.5 15.9074831657 15.9074831657
2457499.5 15.9204186699 15.9204186699
2457500.5 15.9030964266 15.9030964266
2457501.5 15.8908144778 15.8908144778
2457502.5 15.9248964626 15.9248964626
2457503.5 15.9373802925 15.9373802925
2457504.5 15.9242016533 15.9242016533
2457505.5 16.0031432527 16.0031432527
2457506.5 16.0062323485 16.0062323485
2457507.5 15.9381405222 15.9381405222
2457508.5 15.9384991893 15.9384991893
2457509.5 15.9543801729 15.9543801729
2457510.5 16.5661486529 16.5661486529
2457511.5 16.4634226111 16.4634226111
2457512.5 16.5129990567 16.5129990567
2457513.5 16.6577154889 16.6577154889
2457514.5 16.5293494691 16.5293494691
2457515.5 16.3943596598 16.3943596598
2457516.5 16.306511618 16.306511618
2457517.5 16.2869247909 16.2869247909
2457518.5 16.3002113184 16.3002113184
2457519.5 16.3744996702 16.3744996702
2457520.5 16.4228664758 16.4228664758
2457521.5 16.3859645863 16.3859645863
2457522.5 16.384208245 16.384208245
2457523.5 16.4490349207 16.4490349207
2457524.5 16.4370871459 16.4370871459
2457525.5 16.4524199628 16.4524199628
2457526.5 16.4881555373 16.4881555373
2457527.5 16.4680357887 16.4680357887
2457528.5 16.1678574543 16.1678574543
2457529.5 16.209586074 16.209586074
2457530.5 16.2497352005 16.2497352005
2457531.5 16.3525205326 16.3525205326
2457532.5 16.3508969224 16.3508969224
2457533.5 16.2725344573 16.2725344573
2457534.5 16.2768036585 16.2768036585
2457535.5 16.2956612516 16.2956612516
2457536.5 16.1738795964 16.1738795964
2457537.5 16.1423818844 16.1423818844
2457538.5 16.1749287278 16.1749287278
2457539.5 16.1829636404 16.1829636404
2457540.5 16.1889733418 16.1889733418
2457541.5 16.2309303133 16.2309303133
2457542.5 16.2247767546 16.2247767546
2457543.5 16.0860344523 16.0860344523
2457544.5 16.0252853799 16.0252853799
2457545.5 15.9448676984 15.9448676984
2457546.5 15.9375759647 15.9375759647
2457547.5 16.0102562919 16.0102562919
2457548.5 16.0516824885 16.0516824885
2457549.5 15.9474084497 15.9474084497
2457550.5 16.0325642891 16.0325642891
2457551.5 16.0615254645 16.0615254645
2457552.5 16.0421416966 16.0421416966
2457553.5 16.0886762935 16.0886762935
2457554.5 16.1329233545 16.1329233545
2457555.5 16.2066110152 16.2066110152
2457556.5 16.1721278611 16.1721278611
2457557.5 16.1420330653 16.1420330653
2457558.5 16.2922440373 16.2922440373
2457559.5 16.3960421717 16.3960421717
2457560.5 16.4740592079 16.4740592079
2457561.5 16.5418964224 16.5418964224
2457562.5 16.6088879118 16.6088879118
2457563.5 16.6880673127 16.6880673127
2457564.5 16.5601846931 16.5601846931
2457565.5 16.4889596283 16.4889596283
2457566.5 16.3644867733 16.3644867733
2457567.5 16.3608577081 16.3608577081
2457568.5 16.3672938189 16.3672938189
2457569.5 16.318291676 16.318291676
2457570.5 16.3053772473 16.3053772473
2457571.5 16.3080781147 16.3080781147
2457572.5 16.3273501655 16.3273501655
2457573.5 17.1613804051 17.1613804051
2457574.5 17.2766177782 17.2766177782
2457575.5 17.3695016072 17.3695016072
2457576.5 17.2264991544 17.2264991544
2457577.5 17.2616397986 17.2616397986
2457578.5 17.1982962388 17.1982962388
2457579.5 17.3303810644 17.3303810644
2457580.5 17.229465517 17.229465517
2457581.5 17.3767290949 17.3767290949
2457582.5 17.2964363876 17.2964363876
2457583.5 17.3967324944 17.3967324944
2457584.5 17.2764799086 17.2764799086
2457585.5 17.416350137 17.416350137
2457586.5 17.561976587 17.561976587
2457587.5 17.5001692795 17.5001692795
2457588.5 17.6458475622 17.6458475622
2457589.5 17.6237391942 17.6237391942
2457590.5 17.4516847147 17.4516847147
2457591.5 17.3479731444 17.3479731444
2457592.5 17.3596300338 17.3596300338
2457593.5 17.2915328395 17.2915328395
2457594.5 17.3283861872 17.3283861872
2457595.5 17.3935356261 17.3935356261
2457596.5 17.2831423724 17.2831423724
2457597.5 17.2093143539 17.2093143539
2457598.5 17.3834743535 17.3834743535
2457599.5 17.2619057077 17.2619057077
2457600.5 17.1905194822 17.1905194822
2457601.5 17.1507799556 17.1507799556
2457602.5 17.2271171119 17.2271171119
2457603.5 17.4099546534 17.4099546534
2457604.5 17.4426378862 17.4426378862
2457605.5 17.5468578087 17.5468578087
2457606.5 17.5153597984 17.5153597984
2457607.5 17.6685762707 17.6685762707
2457608.5 17.8455297417 17.8455297417
2457609.5 17.6496107466 17.6496107466
2457610.5 17.7815283175 17.7815283175
2457611.5 17.6942097901 17.6942097901
2457612.5 17.7206277193 17.7206277193
2457613.5 17.8091129836 17.8091129836
2457614.5 17.84250969 17.84250969
2457615.5 17.7466513502 17.7466513502
2457616.5 17.7034281059 17.7034281059
2457617.5 17.5703952039 17.5703952039
2457618.5 17.7053026581 17.7053026581
2457619.5 17.7156377765 17.7156377765
2457620.5 17.7173294031 17.7173294031
2457621.5 17.7456155478 17.7456155478
2457622.5 17.6714237243 17.6714237243
2457623.5 17.567368076 17.567368076
2457624.5 17.445967384 17.445967384
2457625.5 17.3673183038 17.3673183038
2457626.5 17.4108954244 17.4108954244
2457627.5 17.3780538377 17.3780538377
2457628.5 17.2892404496 17.2892404496
