# date r[0] j[0] r[1] j[1] r[2] j[2] r[3] j[3] r[4] j[4] r[5] j[5] r[6] j[6] r[7] j[7] r[8] j[8] r[9] j[9] r[10] j[10] r[11] j[11] r[12] j[12] r[13] j[13] r[14] j[14] 
119.000000 23.598911 22.098829 13.508734 12.108011 1.849992 0.530291 7.254298 5.889981 21.907697 20.360934 12.887172 11.540457 17.719427 16.332446 11.135803 9.773489 20.835403 19.353118 20.262907 18.830719 11.455494 10.051749 26.001804 24.445243 19.148075 17.701928 15.395188 13.937402 22.443046 20.882346 
415.000000 23.963624 22.460335 15.170361 13.733397 12.570737 11.150473 5.975089 4.674996 13.868871 12.477196 15.436650 14.058973 21.091058 19.633452 20.198951 18.713824 23.397090 21.869447 20.584825 19.162173 19.699880 18.172313 23.396428 21.898961 15.388273 13.997414 20.678449 19.192848 16.709206 15.312219 
469.000000 22.357277 20.904680 18.767003 17.276713 6.690910 5.377257 12.119565 10.691486 11.178752 9.827437 20.785028 19.313818 14.566659 13.246474 19.815833 18.322605 15.662761 14.271597 28.879659 27.320984 21.424484 19.863157 23.945808 22.454543 18.181537 16.736983 16.633943 15.210682 15.793113 14.407122 
532.000000 28.748540 27.184578 17.945009 16.493708 15.491061 14.016035 12.665681 11.223437 15.112496 13.688862 20.211355 18.760271 18.840267 17.463267 15.045187 13.656543 26.102919 24.515963 18.816764 17.449699 10.265959 8.920363 20.518161 19.110603 25.508983 23.931944 17.064221 15.656835 21.468377 19.968027 
766.000000 21.546000 20.067072 16.825716 15.411424 10.447647 9.064511 21.238828 19.668296 25.751675 24.171174 20.116768 18.646188 14.980493 13.708348 23.700560 22.175039 18.300955 16.881620 25.253702 23.795297 11.318124 9.928217 20.351766 18.959841 16.080114 14.715811 18.072734 16.649093 21.996472 20.498442 
795.000000 16.774309 15.376005 15.535540 14.150387 16.273693 14.787814 21.552274 19.975453 17.045865 15.623024 22.313218 20.802338 28.874989 27.361417 15.869877 14.503955 20.824303 19.355893 25.469602 24.017910 12.010338 10.620968 22.859943 21.417439 17.723649 16.326214 20.961129 19.479457 22.242638 20.739242 
802.000000 20.257312 18.784732 18.325873 16.886326 19.904234 18.345042 12.674486 11.258289 14.016887 12.649832 23.889328 22.346796 28.812853 27.301147 18.198667 16.787293 20.638643 19.176441 26.542242 25.066440 12.330177 10.938788 22.570509 21.134360 18.853614 17.435086 18.352428 16.923508 19.673075 18.213228 
822.000000 17.805495 16.382303 17.222350 15.801483 14.822832 13.357285 16.337804 14.859013 20.203252 18.725389 21.450963 19.960473 30.171913 28.662926 26.366502 24.816228 19.379354 17.940470 26.277320 24.807080 10.227088 8.872290 21.855336 20.435456 19.123328 17.695983 18.862115 17.440567 21.433175 19.940440 
829.000000 19.139733 17.688209 17.757736 16.324075 16.827861 15.324261 17.658522 16.158492 21.119422 19.628507 21.605077 20.112754 29.862046 28.351206 24.605374 23.089617 20.790253 19.326570 20.921521 19.546389 10.229823 8.871677 20.230365 18.843817 19.090488 17.668496 16.595154 15.214122 23.784454 22.251701 
1153.000000 15.404939 14.023778 17.725968 16.288557 16.972604 15.496715 21.266457 19.752238 16.162249 14.768441 18.587959 17.173556 30.109341 28.647772 21.762249 20.271000 21.199781 19.742452 29.233266 27.690836 11.134070 9.781467 24.654271 23.199790 28.132995 26.593364 16.243043 14.893145 31.338968 29.832554 
1154.000000 15.723399 14.336291 17.528352 16.094736 16.236385 14.775166 21.707976 20.184534 16.807334 15.401584 18.248146 16.840083 29.853970 28.392960 21.355277 19.872083 21.390864 19.930743 30.187067 28.634620 10.586459 9.243105 24.184325 22.737468 28.311695 26.767281 15.923538 14.580598 32.221414 30.786924 
1179.000000 22.172020 20.659607 23.570134 22.023909 14.314949 12.893916 12.798084 11.443379 23.634844 22.108620 20.348119 18.908986 33.254988 32.147224 16.770908 15.372090 23.546551 22.040075 30.919478 29.361453 19.050176 17.557556 24.814985 23.346897 25.829514 24.332081 18.870625 17.475407 18.524225 17.176970 
1207.000000 20.426960 18.944295 19.637913 18.153353 15.622071 14.189511 19.380006 17.907625 13.475479 12.136743 22.897990 21.425141 32.571910 31.255420 22.534773 21.024498 15.384061 14.020773 28.354159 26.827760 16.887894 15.432092 22.767063 21.347478 29.913969 28.343970 19.556596 18.160725 20.203119 18.832711 
1866.000000 25.129553 23.617116 20.763601 19.293167 23.378165 21.868176 26.796342 25.238445 25.039800 23.493852 27.827432 26.315764 33.817493 33.262675 21.245554 19.716065 17.388615 15.983634 23.437835 22.016209 14.215862 12.846130 31.417428 29.896012 26.603539 25.128862 25.535579 24.023036 33.379741 32.230988 
1871.000000 24.785800 23.280016 21.680937 20.192528 22.344035 20.850747 28.289904 26.709314 25.682879 24.124195 28.290373 26.765197 33.549569 32.688396 18.277281 16.805856 18.942859 17.508253 23.384935 21.963032 10.819495 9.511960 24.432993 23.036899 24.146881 22.717050 26.456892 24.926171 27.714475 26.250199 
1878.000000 17.845166 16.461627 20.923108 19.445701 20.968507 19.494424 26.759828 25.203006 20.734487 19.261675 28.257839 26.732745 34.158245 34.399859 17.055625 15.609780 21.341112 19.866394 31.622396 30.129338 15.049447 13.670899 25.817515 24.402491 25.250269 23.803782 25.291899 23.787025 27.088525 25.632824 
1882.000000 18.089454 16.701772 21.394894 19.909694 20.601899 19.137246 25.677814 24.137127 18.668947 17.237368 27.663308 26.148738 34.114850 34.149228 17.002522 15.557002 19.034369 17.601608 31.147712 29.637727 16.338102 14.935929 25.918925 24.502956 25.121659 23.678056 22.984296 21.531132 27.674547 26.210347 
1884.000000 17.896903 16.512377 22.722464 21.214473 19.617869 18.172217 25.146284 23.616566 18.399589 16.969786 27.580059 26.066691 34.164591 34.345540 17.208164 15.756157 18.993669 17.559567 30.675368 29.158299 16.433281 15.030838 25.793574 24.380543 25.559318 24.105902 23.763503 22.300041 26.968642 25.519056 
1887.000000 17.635255 16.253494 23.357472 21.837711 20.577956 19.113441 25.972085 24.431505 17.867650 16.446051 29.007172 27.472315 34.223973 34.575502 17.846255 16.387405 19.342186 17.902959 30.062427 28.540457 16.628041 15.224672 25.232806 23.828496 25.577687 24.120227 24.334880 22.863571 26.653790 25.209883 
1890.000000 18.416138 17.017576 24.601165 23.057237 21.896474 20.408207 25.759985 24.222293 18.541564 17.109214 29.967334 28.428453 34.220859 34.542926 18.453037 16.985218 19.820442 18.374333 31.088667 29.580289 17.912899 16.487897 26.062736 24.645189 24.405915 22.971031 24.946898 23.465459 27.559786 26.099037 
1901.000000 15.431833 14.092798 23.298270 21.777028 22.146004 20.659063 19.134235 17.721520 16.681700 15.280898 31.890482 30.439215 34.145604 34.106692 18.464343 17.009120 20.121392 18.666448 28.603665 27.100404 16.718942 15.317584 26.569491 25.139774 28.887074 27.370747 25.241238 23.753652 25.558912 24.137283 
1907.000000 17.289861 15.913969 15.309177 13.945977 22.318543 20.823311 20.216722 18.785332 16.392110 14.995572 26.347589 24.854388 34.102183 33.959585 17.131852 15.699380 25.717945 24.159635 29.221398 27.714297 16.137289 14.746622 27.568726 26.122237 29.889539 28.361852 24.845996 23.363419 24.788372 23.376762 
1908.000000 16.445042 15.084607 16.135445 14.757124 21.433891 19.954338 20.472132 19.037265 15.860875 14.473189 26.424839 24.930534 33.862103 33.323779 17.074675 15.642318 26.082518 24.519403 29.043711 27.538156 15.234029 13.860022 29.661228 28.176377 30.149200 28.617414 27.367226 25.834631 25.204110 23.786928 
1909.000000 16.672789 15.310082 15.548334 14.182570 21.483526 20.001421 20.044730 18.616898 18.118152 16.694857 27.030243 25.523768 33.572679 32.731688 16.806195 15.377210 26.360979 24.794412 28.781553 27.278158 14.448787 13.089075 29.283264 27.805651 30.873455 29.334151 27.473060 25.939124 25.134811 23.717541 
1912.000000 17.777366 16.390648 16.248251 14.871130 21.103991 19.629863 19.078548 17.671233 17.742731 16.330498 26.745998 25.240706 33.213456 32.149059 16.762012 15.329994 26.012806 24.452024 24.571487 23.139307 19.849070 18.390493 29.217103 27.744954 29.679911 28.152304 27.562783 26.030424 24.042076 22.649363 
1913.000000 17.759306 16.372005 15.565188 14.199262 21.354527 19.877421 19.374955 17.960670 18.576142 17.148662 26.768592 25.261508 33.114048 32.008975 16.506498 15.081329 26.004557 24.442085 24.576200 23.145949 19.286278 17.837296 30.059682 28.572185 29.744391 28.217081 27.854018 26.316424 25.036292 23.627192 
1914.000000 17.776750 16.387819 16.016896 14.643046 20.571618 19.109691 20.258799 18.830067 18.022008 16.603726 26.963990 25.453282 32.547900 31.283116 16.112714 14.693796 25.560730 24.005971 25.278574 23.835015 20.283079 18.817057 30.406279 28.913737 29.358150 27.838314 27.789690 26.254443 24.400044 23.001940 
1915.000000 17.520282 16.138213 15.466302 14.100997 20.780656 19.313890 21.020735 19.576876 17.747799 16.335607 26.107735 24.611635 32.867453 31.679602 16.094366 14.675059 25.402709 23.850361 24.762377 23.327028 21.226055 19.743958 29.911852 28.426893 28.836631 27.326518 28.153353 26.613097 25.116156 23.705060 
1918.000000 18.587630 17.184146 14.483446 13.135262 20.327985 18.871408 19.920655 18.497139 18.348488 16.923822 25.336752 23.856596 32.826798 31.618891 17.239136 15.796167 25.205127 23.658334 25.319129 23.878425 20.583843 19.113366 31.202259 29.697590 29.422684 27.904327 28.218055 26.677926 24.967553 23.560240 
