# date r[0] j[0] r[1] j[1] r[2] j[2] r[3] j[3] r[4] j[4] r[5] j[5] r[6] j[6] r[7] j[7] r[8] j[8] r[9] j[9] r[10] j[10] r[11] j[11] r[12] j[12] r[13] j[13] r[14] j[14] 
119.000000 38.907257 37.512544 14.797313 13.270377 10.639771 9.082010 21.076562 19.602127 19.639961 18.074866 13.560460 12.032439 18.754007 17.242866 21.893990 20.403164 44.534416 43.186397 26.871853 25.325828 12.012885 10.493020 49.815787 48.438704 61.125305 59.728687 18.739574 17.226524 27.991474 26.555701 
415.000000 38.071101 36.607487 17.456587 16.004440 20.376102 18.853234 27.039895 25.619078 25.493378 24.026491 19.616996 18.215105 16.579033 15.029611 24.939002 23.477797 32.494965 31.115563 28.933645 27.430904 24.144609 22.705103 42.817531 41.329401 52.304108 50.836084 24.122945 22.653463 29.369441 27.910921 
469.000000 35.527364 34.054543 20.358720 18.877826 19.552923 18.038305 24.772456 23.341364 29.915078 28.443835 12.021750 10.490384 22.808198 21.372776 21.421744 19.892432 22.366572 20.856821 34.793709 33.368039 27.433665 26.051505 41.321746 39.882515 47.178694 45.696984 30.554858 29.150503 28.327083 26.764011 
532.000000 34.918178 33.421877 30.557312 29.185800 22.815878 21.309878 22.217869 20.776178 31.987981 30.538973 13.326965 11.860460 15.745305 14.177862 23.066573 21.550800 23.735612 22.283205 35.163806 33.771465 24.274543 22.782481 35.665721 34.159213 47.384785 45.900699 28.435411 27.021533 40.739410 39.301210 
766.000000 45.672086 44.270983 20.102255 18.623966 37.644988 36.281328 34.024704 32.659515 50.128732 48.608756 10.154691 8.703936 19.168080 17.720095 25.099097 23.726929 22.667057 21.298955 38.573567 37.194474 31.374764 29.862760 36.695161 35.210372 58.207602 56.660447 23.766811 22.382610 28.322763 26.811773 
795.000000 41.025820 39.524671 21.422477 19.998918 26.937132 25.434888 18.983006 17.428810 50.362744 48.869810 5.782700 4.228646 24.253150 22.858134 13.310885 11.744142 18.794095 17.363859 30.950605 29.411879 27.792536 26.316231 36.934335 35.434352 58.919059 57.420314 20.450833 18.994515 26.242923 24.750243 
802.000000 53.016558 51.685063 21.993027 20.583135 35.061340 33.654220 20.062038 18.536784 50.460628 48.949904 7.236658 5.717907 23.910157 22.507666 15.154891 13.651695 12.676072 11.146884 32.748483 31.241844 27.115531 25.629856 43.566988 42.165523 54.092370 52.563368 22.298252 20.859017 28.031497 26.593319 
822.000000 45.604789 44.224611 20.286724 18.853348 33.148322 31.714633 30.212981 28.829709 50.908302 49.334152 16.521050 15.137590 27.074619 25.725212 13.960923 12.453403 22.783981 21.410029 29.163472 27.564087 26.763548 25.279270 46.225116 44.829837 54.087891 52.525045 16.057967 14.522228 28.035874 26.606065 
829.000000 45.678817 44.291443 19.624272 18.180430 31.675714 30.221272 20.073339 18.526733 63.258328 61.910448 8.363564 6.830502 29.395631 28.064206 14.500955 13.003426 14.334231 12.844059 35.783958 34.319317 27.954737 26.494637 45.777996 44.357749 64.350324 62.953111 22.981061 21.578783 26.231190 24.774938 
1153.000000 45.016858 43.623707 10.927003 9.441710 39.731199 38.400966 23.777416 22.324487 56.192286 54.736112 7.578425 6.045868 22.146750 20.660202 26.950552 25.507946 3.145085 1.614823 47.399134 45.924250 30.114000 28.656099 63.998373 62.550493 47.868153 46.460614 16.752080 15.238922 24.420373 22.871502 
1154.000000 45.837212 44.458522 10.289878 8.795107 39.724133 38.394261 19.536228 18.010584 56.313645 54.852868 7.345502 5.805144 21.840803 20.347174 32.786916 31.420840 2.734595 1.197733 44.398759 42.916393 32.103495 30.650027 67.345574 65.932380 46.961948 45.545660 16.687098 15.175284 23.869318 22.313878 
1179.000000 40.383838 38.937959 14.710202 13.256114 32.771256 31.391170 25.783742 24.383625 59.720102 58.290715 10.719588 9.259950 21.579626 20.087087 21.753893 20.223347 7.875073 6.453517 48.547237 47.146073 28.800653 27.278096 60.270363 58.716319 52.067260 50.665255 19.950475 18.511027 24.322664 22.787596 
