# date r[0] j[0] r[1] j[1] r[2] j[2] r[3] j[3] r[4] j[4] r[5] j[5] r[6] j[6] r[7] j[7] r[8] j[8] r[9] j[9] r[10] j[10] r[11] j[11] r[12] j[12] r[13] j[13] r[14] j[14] 
0.000000 35.428391 34.007779 18.114849 16.667553 10.430499 8.874649 20.267984 18.726769 24.950458 23.496102 24.100366 22.688156 26.506418 25.139475 27.460362 25.975463 36.133274 34.711590 34.941806 33.569932 14.649081 13.187436 41.031000 39.589816 52.490993 51.054412 23.457819 21.983330 27.794625 26.337530 
1.000000 36.331508 34.924576 18.895386 17.461220 9.967737 8.404203 19.999058 18.454756 25.435934 23.990329 23.828100 22.410484 27.568434 26.216638 26.426267 24.924336 37.156582 35.744370 34.706022 33.327972 15.490265 14.045540 41.779802 40.342676 53.241285 51.814831 24.446701 22.987168 27.249070 25.788710 
2.000000 37.405686 36.013956 18.745297 17.309235 9.368886 7.788423 19.634287 18.080697 25.093094 23.637393 23.893291 22.476288 27.071546 25.715006 27.489550 26.004402 38.434653 37.037560 35.351377 33.985706 15.992723 14.552397 41.760370 40.320987 52.642648 51.202133 25.078202 23.632337 26.497066 25.020082 
3.000000 38.491101 37.111955 17.761143 16.312980 8.783074 7.187907 19.386968 17.827165 24.863678 23.408658 24.223980 22.812609 26.488787 25.121797 26.842456 25.348957 39.787735 38.403603 35.629529 34.269487 16.335040 14.897068 42.388371 40.965289 52.168513 50.727985 24.213294 22.756479 27.273782 25.808661 
4.000000 39.225394 37.852275 18.644967 17.210782 9.033802 7.452776 18.992316 17.418148 25.320395 23.868625 23.188365 21.760048 26.007463 24.632187 26.412297 24.913428 38.709274 37.312439 36.102826 34.749928 16.183897 14.741964 42.454448 41.031983 53.173281 51.743867 24.994763 23.554236 27.400285 25.935235 
5.000000 39.469586 38.096840 19.444691 18.025341 8.405426 6.808382 18.857805 17.285431 24.973236 23.513668 22.262130 20.817037 27.249154 25.889658 26.278607 24.771815 34.473181 33.016757 37.059596 35.717329 15.056255 13.598469 41.646234 40.206902 53.791665 52.367770 24.275031 22.823478 28.423695 26.972667 
6.000000 39.844918 38.477845 20.305465 18.896671 21.593046 20.228578 30.400294 29.026836 25.153939 23.692443 21.347058 19.889826 27.409623 26.050263 35.859342 34.496329 33.792779 32.329209 36.840836 35.497305 16.131947 14.687612 41.148788 39.702150 54.271718 52.862808 24.476771 23.024884 28.711922 27.259945 
7.000000 40.559841 39.206414 19.951268 18.535853 21.984319 20.627011 30.126837 28.746525 25.785947 24.329964 21.468768 20.014673 21.561923 20.127874 36.774055 35.422703 33.078863 31.606371 38.162925 36.833780 16.584919 15.148047 42.107198 40.667848 55.850644 54.457212 25.078814 23.633489 29.552702 28.111737 
8.000000 41.759440 40.418351 20.820129 19.414776 21.537289 20.171528 31.582583 30.216806 26.415111 24.970794 21.530300 20.077960 21.656612 20.220487 37.840166 36.500208 32.968724 31.490267 37.711279 36.379297 21.528596 20.156108 43.636175 42.211835 56.493151 55.099608 26.233652 24.801295 33.167067 31.775533 
9.000000 40.825088 39.472724 19.885407 18.469446 20.917422 19.546745 31.642640 30.275193 30.585940 29.197548 22.333931 20.896512 21.248870 19.803355 36.338007 34.983288 32.453974 30.959537 38.672559 37.347866 22.200260 20.834973 44.133961 42.718008 56.091748 54.689839 27.094937 25.677461 33.168156 31.780896 
10.000000 39.885577 38.522256 20.942090 19.543350 20.860683 19.491901 30.419970 29.038754 29.767262 28.369162 22.321993 20.885379 21.550199 20.112982 34.702880 33.326472 32.857281 31.365245 37.366349 36.026281 23.379824 22.029609 43.490065 42.061005 54.728530 53.314640 27.609773 26.197368 32.613795 31.219768 
11.000000 38.678629 37.303680 21.256363 19.860700 20.377074 19.002082 30.557021 29.174001 29.267642 27.866308 21.839948 20.399704 22.241455 20.810421 35.418068 34.050248 33.719471 32.236464 38.347483 37.014871 24.628471 23.292485 36.907980 35.363820 53.430013 51.988390 20.488807 18.958753 32.340857 30.941927 
12.000000 38.835376 37.463235 20.688049 19.285867 19.520840 18.137805 29.162659 27.764418 29.169881 27.767401 23.229089 21.805365 21.577802 20.137151 35.979321 34.617482 34.453596 32.978238 28.230418 26.760909 25.471117 24.146188 37.346094 35.816923 52.936456 51.479781 20.142218 18.598624 32.376866 30.981829 
13.000000 39.624560 38.260023 19.965464 18.554669 19.550187 18.168138 28.476550 27.066282 28.040972 26.622995 25.902089 24.512441 22.183360 20.750763 35.994805 34.635826 33.982100 32.494567 28.404596 26.943283 26.151190 24.835043 37.772566 36.248239 52.702323 51.244782 19.360243 17.800909 30.978886 29.569265 
14.000000 38.843704 37.472737 19.849456 18.436747 19.158884 17.773405 28.931537 27.529524 28.060473 26.644740 26.532071 25.149226 22.417256 20.986437 36.735083 35.386803 33.852438 32.357717 29.350345 27.901994 27.219015 25.915139 37.453230 35.928737 51.251028 49.779792 19.016533 17.440108 29.759276 28.333181 
15.000000 39.466514 38.101857 20.633189 19.233555 17.959733 16.560171 27.684125 26.266589 27.582181 26.155289 26.389973 25.001698 23.348472 21.932964 36.850461 35.504077 34.601837 33.122843 29.837933 28.396160 26.201428 24.885666 38.338292 36.825593 51.400711 49.920594 19.454497 17.893176 29.038995 27.597784 
16.000000 39.064993 37.691807 20.788928 19.390630 18.243758 16.849649 27.269815 25.842005 27.742227 26.316594 26.975598 25.598239 22.865852 21.447283 36.435045 35.082728 33.916905 32.431280 28.855396 27.400675 26.471739 25.159194 38.176855 36.670852 51.214952 49.726091 19.879154 18.330967 29.114713 27.675734 
17.000000 37.937001 36.549054 20.483322 19.078402 19.241052 17.861815 27.675396 26.256155 26.550983 25.109308 27.954018 26.588415 22.143042 20.712404 36.462469 35.113091 34.597680 33.120053 29.922617 28.481454 24.913738 23.584911 38.810599 37.311753 51.055786 49.567584 19.562478 18.012109 26.586522 25.111660 
