0 0 0 0.014111 -0.003162 -0.017273
0 0 1 0.014059 -0.003189 -0.017249
0 0 2 0.013989 -0.003252 -0.017241
0 0 3 0.013894 -0.003357 -0.017250
0 0 4 0.013770 -0.003508 -0.017278
0 0 5 0.013612 -0.003709 -0.017321
0 0 6 0.013416 -0.003964 -0.017380
0 0 7 0.013181 -0.004271 -0.017452
0 0 8 0.012905 -0.004633 -0.017538
0 0 9 0.012587 -0.005049 -0.017636
0 0 10 0.012229 -0.005514 -0.017743
0 0 11 0.011840 -0.006020 -0.017860
0 0 12 0.011426 -0.006559 -0.017985
0 0 13 0.010993 -0.007124 -0.018117
0 0 14 0.010539 -0.007717 -0.018256
0 0 15 0.010063 -0.008335 -0.018398
0 0 16 0.009566 -0.008977 -0.018543
0 0 17 0.009057 -0.009631 -0.018688
0 0 18 0.008542 -0.010291 -0.018833
0 0 19 0.008031 -0.010946 -0.018977
0 0 20 0.007532 -0.011588 -0.019120
0 0 21 0.007050 -0.012213 -0.019263
0 0 22 0.006589 -0.012818 -0.019407
0 0 23 0.006157 -0.013398 -0.019555
0 0 24 0.005762 -0.013948 -0.019710
0 0 25 0.005405 -0.014469 -0.019875
0 0 26 0.005091 -0.014960 -0.020051
0 0 27 0.004819 -0.015421 -0.020240
0 0 28 0.004593 -0.015849 -0.020442
0 0 29 0.004419 -0.016238 -0.020656
0 0 30 0.004293 -0.016589 -0.020882
0 0 31 0.004219 -0.016900 -0.021120
0 0 32 0.004199 -0.017169 -0.021369
0 0 33 0.004236 -0.017392 -0.021628
0 0 34 0.004331 -0.017564 -0.021896
0 0 35 0.004486 -0.017686 -0.022172
0 0 36 0.004696 -0.017757 -0.022453
0 0 37 0.004959 -0.017780 -0.022739
0 0 38 0.005266 -0.017759 -0.023025
0 0 39 0.005612 -0.017698 -0.023310
0 0 40 0.005986 -0.017602 -0.023588
0 0 41 0.006387 -0.017469 -0.023856
0 0 42 0.006810 -0.017303 -0.024113
0 0 43 0.007252 -0.017105 -0.024356
0 0 44 0.007710 -0.016876 -0.024586
0 0 45 0.008184 -0.016619 -0.024804
0 0 46 0.008677 -0.016333 -0.025009
0 0 47 0.009185 -0.016018 -0.025203
0 0 48 0.009705 -0.015679 -0.025384
0 0 49 0.010235 -0.015316 -0.025551
0 0 50 0.010774 -0.014929 -0.025703
0 0 51 0.011321 -0.014519 -0.025840
0 0 52 0.011870 -0.014091 -0.025961
0 0 53 0.012409 -0.013655 -0.026064
0 0 54 0.012928 -0.013219 -0.026147
0 0 55 0.013422 -0.012787 -0.026209
0 0 56 0.013889 -0.012361 -0.026251
0 0 57 0.014327 -0.011944 -0.026271
0 0 58 0.014735 -0.011535 -0.026270
0 0 59 0.015115 -0.011131 -0.026246
0 0 60 0.015464 -0.010734 -0.026198
0 0 61 0.015781 -0.010343 -0.026124
0 0 62 0.016060 -0.009963 -0.026023
0 0 63 0.016304 -0.009595 -0.025899
0 0 64 0.016514 -0.009239 -0.025753
0 0 65 0.016686 -0.008896 -0.025582
0 0 66 0.016820 -0.008566 -0.025387
0 0 67 0.016921 -0.008249 -0.025170
0 0 68 0.016989 -0.007943 -0.024932
0 0 69 0.017032 -0.007648 -0.024680
0 0 70 0.017050 -0.007366 -0.024416
0 0 71 0.017048 -0.007098 -0.024146
0 0 72 0.017026 -0.006841 -0.023868
0 0 73 0.016981 -0.006601 -0.023582
0 0 74 0.016909 -0.006381 -0.023289
0 0 75 0.016810 -0.006180 -0.022990
0 0 76 0.016691 -0.005995 -0.022686
0 0 77 0.016551 -0.005826 -0.022378
0 0 78 0.016398 -0.005668 -0.022066
0 0 79 0.016241 -0.005510 -0.021751
0 0 80 0.016088 -0.005344 -0.021433
0 0 81 0.015945 -0.005169 -0.021113
0 0 82 0.015807 -0.004988 -0.020795
0 0 83 0.015674 -0.004806 -0.020480
0 0 84 0.015541 -0.004630 -0.020171
0 0 85 0.015408 -0.004460 -0.019868
0 0 86 0.015273 -0.004300 -0.019573
0 0 87 0.015136 -0.004152 -0.019288
0 0 88 0.014996 -0.004020 -0.019016
0 0 89 0.014854 -0.003907 -0.018761
0 0 90 0.014715 -0.003809 -0.018523
0 0 91 0.014584 -0.003722 -0.018306
0 0 92 0.014470 -0.003644 -0.018114
0 0 93 0.014379 -0.003566 -0.017945
0 0 94 0.014314 -0.003482 -0.017796
0 0 95 0.014270 -0.003396 -0.017666
0 0 96 0.014240 -0.003313 -0.017554
0 0 97 0.014215 -0.003242 -0.017457
0 0 98 0.014186 -0.003190 -0.017377
0 0 99 0.014152 -0.003164 -0.017315
0 1 0 0.014304 -0.003168 -0.017472
0 1 1 0.014256 -0.003216 -0.017472
0 1 2 0.014189 -0.003301 -0.017490
0 1 3 0.014096 -0.003429 -0.017525
0 1 4 0.013975 -0.003603 -0.017578
0 1 5 0.013819 -0.003828 -0.017647
0 1 6 0.013626 -0.004104 -0.017729
0 1 7 0.013394 -0.004431 -0.017825
0 1 8 0.013120 -0.004812 -0.017932
0 1 9 0.012803 -0.005247 -0.018050
0 1 10 0.012447 -0.005729 -0.018177
0 1 11 0.012060 -0.006250 -0.018310
0 1 12 0.011649 -0.006801 -0.018450
0 1 13 0.011218 -0.007379 -0.018597
0 1 14 0.010766 -0.007984 -0.018750
0 1 15 0.010293 -0.008614 -0.018906
0 1 16 0.009799 -0.009265 -0.019064
0 1 17 0.009293 -0.009929 -0.019221
0 1 18 0.008781 -0.010597 -0.019378
0 1 19 0.008274 -0.011258 -0.019532
0 1 20 0.007779 -0.011906 -0.019686
0 1 21 0.007300 -0.012540 -0.019840
