0 0 0 0.577517 -0.115765 -0.693282
0 0 1 0.523798 0.802058 0.278259
0 0 2 0.296018 -0.202280 -0.498298
0 0 3 0.466372 0.017272 -0.449101
0 0 4 -0.165741 -0.431178 -0.265437
0 0 5 0.035859 0.089394 0.053535
0 0 6 -0.977825 0.217481 1.195306
0 0 7 0.430522 0.597611 0.167089
0 0 8 -0.343106 0.056201 0.399307
0 0 9 -0.351839 -0.263867 0.087972
0 1 0 -0.546783 -0.371229 0.175554
0 1 1 -0.732084 -1.026808 -0.294724
0 1 2 -0.161237 -0.693779 -0.532542
0 1 3 -0.504611 -0.846250 -0.341640
0 1 4 -0.462884 0.376522 0.839406
0 1 5 0.152144 -0.173078 -0.325222
0 1 6 0.369259 0.670595 0.301336
0 1 7 -0.202595 -1.056238 -0.853643
0 1 8 0.332934 0.245410 -0.087525
0 1 9 0.304854 -1.067705 -1.372559
0 2 0 0.459987 0.321973 -0.138014
0 2 1 0.253820 -0.336185 -0.590005
0 2 2 0.389542 0.622334 0.232792
0 2 3 0.124196 0.948304 0.824109
0 2 4 -0.068667 0.029640 0.098307
0 2 5 -0.250387 -0.166461 0.083926
0 2 6 -0.909705 -0.171950 0.737755
0 2 7 0.135037 -0.402402 -0.537439
0 2 8 -0.299433 -0.168953 0.130479
0 2 9 -0.639255 -0.591828 0.047427
0 3 0 -0.323141 -0.218002 0.105138
0 3 1 -0.259862 0.219833 0.479695
0 3 2 0.101153 1.479251 1.378098
0 3 3 -0.191610 -0.685193 -0.493583
0 3 4 -0.209734 0.144466 0.354200
0 3 5 0.491108 0.348832 -0.142276
0 3 6 0.670151 0.716465 0.046315
0 3 7 0.131052 -0.651620 -0.782672
0 3 8 0.629229 1.518228 0.888999
0 3 9 0.606764 -0.065016 -0.671780
0 4 0 0.815908 0.796670 -0.019238
0 4 1 -0.020617 0.472034 0.492651
0 4 2 0.640936 0.098670 -0.542266
0 4 3 -0.173369 -0.463593 -0.290223
0 4 4 0.309528 0.354844 0.045316
0 4 5 -0.480414 -0.216512 0.263902
0 4 6 -0.636059 -0.380340 0.255720
0 4 7 -0.176073 0.219275 0.395348
0 4 8 0.026947 0.462412 0.435465
0 4 9 -1.022764 -2.013549 -0.990785
0 5 0 0.231187 1.067107 0.835920
0 5 1 -0.620728 -0.667511 -0.046783
0 5 2 0.644497 0.684615 0.040117
0 5 3 -0.518121 -0.805691 -0.287570
0 5 4 0.282274 0.347465 0.065191
0 5 5 0.017804 -0.026718 -0.044522
0 5 6 1.074910 0.603181 -0.471728
0 5 7 -0.145758 -0.406917 -0.261159
0 5 8 1.052404 -0.132602 -1.185007
0 5 9 0.241231 -0.619569 -0.860800
0 6 0 0.411011 0.593722 0.182711
0 6 1 0.195053 0.424881 0.229829
0 6 2 0.210953 0.231075 0.020122
0 6 3 -0.120522 0.148498 0.269020
0 6 4 -0.116530 0.358595 0.475125
0 6 5 -0.340852 0.376499 0.717351
0 6 6 -0.878504 -0.675996 0.202508
0 6 7 0.038554 0.582426 0.543872
0 6 8 -0.454766 -0.467114 -0.012348
0 6 9 -0.742267 0.373986 1.116254
0 7 0 -0.597925 -0.368887 0.229037
0 7 1 -0.078866 -0.315821 -0.236954
0 7 2 -0.258350 0.273670 0.532021
0 7 3 0.052951 -0.788740 -0.841692
0 7 4 -0.380225 0.179739 0.559964
0 7 5 0.553655 -0.411026 -0.964681
0 7 6 0.378864 0.257284 -0.121580
0 7 7 0.204789 -0.449658 -0.654447
0 7 8 0.318754 -0.273006 -0.591760
0 7 9 0.797064 0.310560 -0.486504
0 8 0 0.618990 0.007623 -0.611367
0 8 1 0.157849 0.580235 0.422387
0 8 2 0.361165 -0.415505 -0.776670
0 8 3 -0.027508 -0.040264 -0.012757
0 8 4 -0.017789 0.113282 0.131071
0 8 5 -0.395873 -0.173101 0.222772
0 8 6 -0.698283 -0.621834 0.076449
0 8 7 -0.057059 -0.127195 -0.070135
0 8 8 -0.118796 -0.097180 0.021615
0 8 9 -0.861707 0.291545 1.153252
0 9 0 -0.367119 -1.247685 -0.880566
0 9 1 -0.393320 -0.302023 0.091297
0 9 2 -0.117240 -0.674808 -0.557568
0 9 3 -0.169237 -0.185680 -0.016444
0 9 4 -0.287001 -0.646664 -0.359663
0 9 5 0.431793 -0.520317 -0.952111
0 9 6 0.471681 -0.403978 -0.875658
0 9 7 -0.023531 -0.057284 -0.033753
0 9 8 0.453792 0.042567 -0.411225
0 9 9 0.421814 0.191871 -0.229943

