# set size 4294967296

2 2147483648 0.5

4 536870912 0.125

6 268435456 0.0625

8 167772160 0.0390625

10 117440512 0.02734375

12 88080384 0.0205078125

14 69206016 0.01611328125

16 56229888 0.013092041015625

18 46858240 0.0109100341796875

20 39829504 0.009273529052734375

22 34398208 0.0080089569091796875

24 30098432 0.0070078372955322265625

26 26625536 0.00619924068450927734375

28 23772800 0.0055350363254547119140625

30 21395520 0.00498153269290924072265625

32 19389690 0.0045145140029489994049072265625
